1000000
0  0.695457  0.693527  0.696321  0.695866  0.693465  0.696397  0.1492  0.488599  0.48705  0.1342  0.492954  0.486525  -100  1.28521  -0.818169  -100  1.26869  -0.831343
1000  0.586595  0.632807  0.601948  0.592033  0.641533  0.602886  0.6242  0.62195  0.66751  0.6658  0.609506  0.664327  -0.284246  -0.613957  0.0272285  -0.0442758  -0.435908  0.178417
2000  0.543898  0.615799  0.585929  0.570712  0.627268  0.595984  0.7246  0.641777  0.683292  0.7474  0.632496  0.675473  0.126846  -0.44745  0.542718  0.306737  -0.336498  0.648997
3000  0.531014  0.612625  0.581216  0.562048  0.618239  0.58846  0.7222  0.652998  0.686061  0.7244  0.645649  0.676791  -0.00123562  -0.36588  0.109764  0.203948  -0.291128  0.249033
4000  0.546112  0.604242  0.580819  0.575992  0.613805  0.574832  0.7258  0.664198  0.687405  0.7358  0.646552  0.686541  0.166037  -0.27522  0.241207  0.244286  -0.200745  0.405545
5000  0.53141  0.598749  0.562017  0.543829  0.597553  0.576924  0.696  0.665585  0.699336  0.7016  0.665108  0.687864  -0.1389  -0.534213  0.189753  -0.0306069  -0.441239  0.394473
6000  0.532547  0.591869  0.563136  0.556367  0.596155  0.565199  0.6774  0.673645  0.696951  0.666  0.674218  0.692725  -0.335488  -0.453646  0.115133  -0.231267  -0.404267  0.30103
7000  0.505381  0.591512  0.556829  0.534793  0.588665  0.569339  0.6972  0.673286  0.702582  0.7046  0.681165  0.693515  -0.265805  -0.485139  0.303216  0.0563276  -0.37475  0.452872
8000  0.522511  0.575953  0.569019  0.548157  0.58461  0.571775  0.7156  0.692504  0.6947  0.7196  0.686341  0.697009  -0.152292  -0.319834  -0.0812266  0.0590905  -0.264185  0.0716291
9000  0.515188  0.57713  0.551395  0.541087  0.589348  0.555054  0.6842  0.698907  0.707563  0.6868  0.681573  0.70853  -0.362979  -0.075579  0.313364  -0.184406  -0.00377666  0.43545
10000  0.518993  0.577104  0.555207  0.541959  0.578521  0.557389  0.6766  0.69212  0.704278  0.6748  0.686635  0.709466  -0.298548  -0.568336  0.223923  -0.268748  -0.548348  0.321627
11000  0.530728  0.57796  0.550583  0.537671  0.579438  0.558426  0.6366  0.693219  0.712325  0.6374  0.688081  0.708853  -0.55651  -0.619857  -0.0371124  -0.41534  -0.539577  0.134569
12000  0.506119  0.566746  0.549572  0.531182  0.574615  0.563274  0.7296  0.701181  0.716616  0.725  0.693421  0.699206  -0.0764718  -0.54913  0.273127  0.0865969  -0.560727  0.332629
13000  0.501002  0.574284  0.550479  0.518508  0.567705  0.542812  0.6774  0.695514  0.71058  0.6746  0.700197  0.715864  -0.442223  -0.416243  0.0115242  -0.362944  -0.374797  0.137729
14000  0.523745  0.565978  0.55309  0.535351  0.567334  0.559486  0.6798  0.704031  0.714544  0.6728  0.699826  0.710879  -0.257023  -0.347575  0.107751  -0.25047  -0.428379  0.234763
15000  0.493358  0.568198  0.55096  0.523361  0.566951  0.551442  0.6936  0.706645  0.707789  0.685  0.702707  0.714405  -0.417269  -0.411108  -0.00270374  -0.246629  -0.373564  0.0703899
16000  0.507329  0.567995  0.553697  0.524807  0.565154  0.556901  0.626  0.69065  0.710288  0.6236  0.6997  0.711367  -0.856774  -0.651479  0.0944326  -0.715104  -0.597888  0.231345
