1000000
0  0.696133  0.703831  0.722973  0.695968  0.703602  0.720033  0.5472  0.451147  0.522081  0.4412  0.503132  0.513795  -6.18911  0.915495  -0.104396  -100  0.927519  -0.132709
1000  0.479081  0.605254  0.647993  0.425077  0.584239  0.663537  0.7978  0.691164  0.621921  0.808  0.72635  0.60667  -1.32551  0.140959  0.0766573  -1.17651  0.284904  0.0602125
2000  0.357065  0.573404  0.629044  0.357373  0.551848  0.649892  0.8692  0.712963  0.648569  0.8582  0.740346  0.622036  -0.492724  0.0442833  0.120953  -0.40731  0.21869  0.418867
3000  0.363491  0.550539  0.618806  0.347723  0.545948  0.627495  0.8642  0.732622  0.655528  0.87  0.739262  0.635411  -0.503858  -0.024932  0.111738  -0.427094  0.103685  0.371958
4000  0.353377  0.549003  0.613535  0.326061  0.522081  0.628727  0.8688  0.740308  0.677425  0.8774  0.753902  0.642638  -0.374619  -0.176467  -0.0274193  -0.330273  0.0131652  0.341606
5000  0.33617  0.547718  0.611196  0.357665  0.527407  0.636552  0.8772  0.732617  0.652806  0.8638  0.754367  0.623205  -0.412631  0.229367  0.289449  -0.34295  0.329188  0.547088
6000  0.357618  0.547019  0.611854  0.346411  0.519673  0.618799  0.8656  0.744136  0.672846  0.8694  0.76206  0.648813  -0.357958  -0.32997  0.0164137  -0.309934  -0.181889  0.317798
7000  0.352536  0.548673  0.602296  0.342795  0.526974  0.629604  0.871  0.743477  0.692044  0.8696  0.753109  0.642922  -0.341679  -0.346155  -0.08721  -0.257751  -0.107002  0.301203
8000  0.340327  0.536193  0.596258  0.33924  0.521616  0.619779  0.8758  0.744042  0.686117  0.8736  0.753061  0.641059  -0.14922  -0.0958533  0.0690335  -0.149562  0.0696742  0.396661
9000  0.339637  0.533397  0.599684  0.329102  0.517004  0.618435  0.8742  0.753587  0.685341  0.8772  0.765988  0.643623  -0.205239  -0.179578  -0.0046637  -0.250626  -0.0354938  0.38589
10000  0.339847  0.518196  0.59735  0.343189  0.514562  0.616987  0.8714  0.754325  0.669776  0.8664  0.762862  0.640588  -0.187571  0.00161862  0.212604  -0.221151  0.132038  0.439633
11000  0.328734  0.532813  0.591758  0.336101  0.513443  0.611479  0.8784  0.745281  0.678413  0.8786  0.761235  0.641444  -0.0848523  0.00475138  0.182167  -0.149839  0.183577  0.547355
12000  0.325089  0.5383  0.601815  0.341501  0.529231  0.613009  0.8896  0.747953  0.669847  0.875  0.75055  0.652332  -0.252515  -0.190088  0.126716  -0.228068  -0.0101843  0.366965
13000  0.325786  0.513948  0.593477  0.351295  0.515954  0.608176  0.8806  0.754136  0.658186  0.8692  0.757059  0.64291  -0.272695  -0.0088654  0.327144  -0.190554  0.0911125  0.471114
14000  0.340438  0.525653  0.607592  0.336768  0.500699  0.617094  0.8734  0.754912  0.641152  0.8712  0.769316  0.630296  -0.204126  -0.0739807  0.327597  -0.173783  0.0916855  0.653427
15000  0.342241  0.514269  0.598228  0.328318  0.527839  0.61115  0.8752  0.758216  0.660958  0.8822  0.749538  0.644628  -0.132567  -0.0860551  0.259577  -0.175908  0.0776398  0.467683
16000  0.319262  0.525133  0.598706  0.335023  0.511377  0.622759  0.8862  0.733698  0.616511  0.8756  0.760754  0.611116  -0.224475  0.295582  0.582828  -0.162793  0.381098  0.856453
17000  0.332131  0.515846  0.597364  0.340009  0.513874  0.618333  0.8824  0.750109  0.643839  0.8718  0.760051  0.627564  -0.125965  0.114076  0.392208  -0.167365  0.242901  0.646948
18000  0.345552  0.519417  0.594886  0.332737  0.518075  0.611821  0.8768  0.741777  0.653325  0.873  0.759788  0.641175  -0.32598  0.127465  0.308715  -0.249795  0.280345  0.57228
19000  0.336159  0.512278  0.593948  0.317649  0.516808  0.611283  0.8754  0.755585  0.672886  0.8816  0.761536  0.641751  -0.126296  0.0487371  0.144138  -0.107802  0.187464  0.517471
20000  0.327985  0.507064  0.585705  0.330351  0.510042  0.612652  0.8798  0.752972  0.677006  0.8764  0.763106  0.632763  -0.101749  0.107473  0.230491  -0.163035  0.229166  0.535753
21000  0.327748  0.508143  0.585106  0.318155  0.496582  0.610927  0.8814  0.764762  0.685607  0.8818  0.771024  0.641743  -0.223646  -0.103163  0.132741  -0.0976602  0.0937715  0.452609
22000  0.327904  0.512678  0.587137  0.318558  0.520913  0.609279  0.8824  0.756402  0.674622  0.8752  0.761079  0.647556  -0.168099  0.0147126  0.131149  -0.0907964  0.239913  0.461981
23000  0.328303  0.524413  0.595414  0.33338  0.516719  0.615369  0.8842  0.747605  0.661701  0.8734  0.766389  0.631373  -0.324279  0.0647955  0.233751  -0.177382  0.223839  0.548544
24000  0.32745  0.502733  0.579902  0.318117  0.492604  0.616141  0.8806  0.761962  0.672748  0.8812  0.774882  0.633185  -0.124209  0.0996267  0.334637  -0.129833  0.247192  0.507111
25000  0.319036  0.524658  0.599828  0.312512  0.531593  0.632785  0.8816  0.727016  0.599803  0.88  0.744905  0.593942  -0.150076  0.50189  0.795698  -0.146444  0.567916  0.915824
26000  0.314332  0.502523  0.582405  0.307182  0.49531  0.616651  0.8832  0.762726  0.671438  0.8844  0.771397  0.64141  -0.0852422  -0.0238951  0.252214  -0.153695  0.182185  0.512897
27000  0.324472  0.507321  0.57809  0.3134  0.510772  0.612408  0.8842  0.76209  0.697487  0.8832  0.768182  0.636864  -0.256066  -0.184777  0.132026  -0.209982  0.0790293  0.438686
28000  0.386944  0.539352  0.598841  0.381864  0.551001  0.624214  0.8818  0.72439  0.634435  0.8766  0.740037  0.618243  -0.059711  0.464196  0.473168  -0.0999537  0.559906  0.700142
29000  0.32164  0.506623  0.591043  0.310145  0.503602  0.622093  0.884  0.758754  0.645747  0.8846  0.772494  0.626769  -0.33923  0.0497796  0.372923  -0.233608  0.237732  0.615186
30000  0.331166  0.523592  0.600372  0.303297  0.504314  0.617335  0.8824  0.769915  0.689979  0.8894  0.76956  0.651774  -0.283226  -0.401805  -0.00337944  -0.09732  0.00854252  0.398749
31000  0.342015  0.510366  0.593789  0.332769  0.509627  0.602889  0.874  0.777895  0.701916  0.87  0.763501  0.664641  -0.228549  -0.353223  -0.0999318  -0.144089  -0.160402  0.244275
32000  0.322755  0.512082  0.582201  0.335528  0.507178  0.618997  0.8828  0.738288  0.634016  0.8722  0.76195  0.615094  -0.102093  0.28131  0.567403  -0.0864418  0.39208  0.756576
33000  0.345843  0.519411  0.584525  0.323594  0.493898  0.610915  0.8736  0.762815  0.711964  0.8784  0.773514  0.656408  -0.283086  -0.38414  -0.112989  -0.276528  -0.083262  0.293016
34000  0.321083  0.507316  0.584874  0.316973  0.503527  0.617352  0.8802  0.755619  0.649298  0.8818  0.767207  0.618656  -0.192472  0.223312  0.5102  -0.177418  0.419432  0.782405
35000  0.307232  0.512114  0.584812  0.324008  0.512541  0.617496  0.8892  0.744425  0.642487  0.876  0.76538  0.622861  -0.104665  0.205323  0.50627  -0.183477  0.274956  0.672705
36000  0.32523  0.494326  0.588246  0.322264  0.504598  0.6143  0.8796  0.767888  0.660908  0.8744  0.76744  0.635213  -0.216672  0.0379122  0.294828  -0.146665  0.212922  0.586078
37000  0.330259  0.509275  0.577362  0.310706  0.51125  0.615623  0.8786  0.74937  0.658987  0.8824  0.761115  0.625541  -0.193849  0.146557  0.369606  -0.170605  0.32654  0.705955
38000  0.342758  0.508908  0.58623  0.312935  0.505379  0.605356  0.8776  0.77537  0.694394  0.8832  0.770393  0.652513  -0.249949  -0.221958  0.0248745  -0.237477  0.0222739  0.374713
39000  0.331589  0.501299  0.580461  0.332233  0.504172  0.598692  0.8778  0.775271  0.706874  0.8766  0.768417  0.67021  -0.279266  -0.237255  -0.0649532  -0.230418  -0.114161  0.222075
40000  0.315024  0.515377  0.587701  0.308005  0.507914  0.619178  0.8862  0.744601  0.643371  0.8836  0.760364  0.619322  -0.182552  0.255357  0.533481  -0.185376  0.40363  0.748762
41000  0.309621  0.498639  0.589828  0.324789  0.48819  0.602578  0.889  0.769256  0.670442  0.8728  0.777668  0.657595  -0.057527  -0.0938725  0.191802  -0.16587  0.0746342  0.410549
42000  0.336338  0.499782  0.585618  0.353102  0.486408  0.601513  0.8788  0.760698  0.672786  0.8638  0.779145  0.649072  -0.256065  -0.0811188  0.185326  -0.265414  0.133142  0.590058
43000  0.328035  0.502303  0.585545  0.323929  0.485607  0.606767  0.8776  0.767551  0.689631  0.874  0.779801  0.657842  -0.162435  -0.145419  0.0592058  -0.204645  0.0572233  0.399747
44000  0.322162  0.49881  0.591871  0.339967  0.488579  0.612091  0.8784  0.768293  0.649126  0.8664  0.780212  0.638748  -0.175843  0.00841128  0.362785  -0.2092  0.123392  0.600962
45000  0.325896  0.513998  0.574999  0.327523  0.491953  0.605862  0.8818  0.768219  0.701398  0.8764  0.775261  0.655948  -0.272454  -0.303158  -0.00341236  -0.167339  -0.0236701  0.373025
